date,case,doc_name,doc_link
2004-04-23,"College Advantage, The, Inc., et al.","Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief as to Defendants the College Advantage, Inc. and Alan E. Baron and Relief Defendant Donna S. Baron (39.62 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2004/04/050111stipbaronscollegeadvantage.pdf
2004-03-26,"Electronic Financial Group, Inc., et al.",Stipulated Order for Permanent Injunction and Monetary Judgment (659.75 KB),https://www.ftc.gov/sites/default/files/documents/cases/2004/03/040326stip0323061.pdf
2004-03-10,"Advanced Patch Technologies, Inc.; et al.","Stipulated Final Judgment and Order for Permanent Injunction and Monetary Settlement as to Defendants Advanced Patch Technologies, Inc., Salomon Btesh, Jesse Starkman, and Relief Defendant Bernard Silverfarb (89.25 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2004/03/0323043stipadvpatch040310.pdf
2004-01-22,"Trudeau, Kevin, et al.","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief as to Defendants Robert Barefoot, Deonna Enterprises, Inc. and Karbo Enterprises, Inc. (40.24 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2004/01/040122barefootstipfinalord.pdf
2004-01-21,"End70 Corporation and Damien Zamora, defendants",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief (554.83 KB),https://www.ftc.gov/sites/default/files/documents/cases/2004/01/031211end70stip.pdf
2003-12-17,"DPS Activity Publishing, Ltd., et al.","Default Judgment and Order for Permanent Injunction and Monetary Relief as to Defendants DPS Activity Publishing, Ltd., David P. Suggitt and Tabea Suggitt (155.21 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2003/12/031202dpspublishingjdgt.pdf
2003-12-09,"Universal Nutrition Corporation, MTM Marketing and Consulting, Inc., and Robert J. Michnal","Stipulated Final Judgment and Order for Permanent Injunction and Settlement of Claims for Monetary Relief Against Universal Nutrition Corporation, MTM Marketing and Consulting, Inc., and Robert J. Michnal (97.46 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2003/12/031209stip0223189.pdf
2003-12-09,"Mark Nutritionals, Inc., Harry Siskind, and Edward Gl D'Alessandro, Jr",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief Between Harry Siskind and Federal Trade Commission (42.29 KB),https://www.ftc.gov/sites/default/files/documents/cases/2003/12/031209marknutrisiskindstip.pdf
2003-11-19,"Ballenger Group, LLC, and Ballenger Holdings, LL",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Settlement (29.3 KB),https://www.ftc.gov/sites/default/files/documents/cases/2003/11/031119stipballenger.pdf
2003-11-12,Fairbanks Capital Corp.,Complaint for Permanent Injunction and Other Equitable Relief and Monetary Civil Penalties (649.9 KB),https://www.ftc.gov/sites/default/files/documents/cases/2003/11/0323014comp.pdf
2003-09-25,"Assail, Inc., et al.",Final Monetary Judgment as to Defendants Kyle Kimoto and Assail. Inc. (48.49 KB),https://www.ftc.gov/sites/default/files/documents/cases/2003/09/050124kimoto.pdf
2003-07-23,"United Fitness of America, LLC; George Sylva; EBrands Commerce Group LLC, et al.","Stipulated Final Judgment and Order for Permanent Injunction, Monetary Redress, and Other Equitable Relief As To Defendants George Sylva, United Fitness of America, LLC, EBrands Commerce Group, LLC, and John William Kirby, Jr (44.35 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2003/07/fastabsstip01.pdf
2003-07-10,"Wellquest International, Inc.; Eddie Mishan; Tony Hoffman Productions, Inc.","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief As To Wellquest, Mishan, THPI, and the Relief Defendants (540.42 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2003/07/wellqueststip.pdf
2003-07-01,"USA Pharmacal Sales, Inc.; John Pence; and Arthur Sussman","Stipulated Final Judgment and Order For A Permanent Injunction and Monetary Relief Against USA Pharmacal Sales, Inc., John Pence, and Arthur Sussman (40.62 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2003/07/usapharmacalstip.pdf
2003-06-20,"Chivers, Brent; d/b/a Credit Card Services and Destyni Enterprises",Stipulated Final Judgment And Order For Permanent Injunction and Monetary Relieff (30.7 KB),https://www.ftc.gov/sites/default/files/documents/cases/2003/06/chiversfinaljudgment.pdf
2003-04-23,"General Supply Centers, Inc., and Mark E. Gershick",Stipulated Permanent Injunction and Settlement of Claims for Monetary Relief (1.86 MB),https://www.ftc.gov/sites/default/files/documents/cases/2003/04/generalsupplystip.pdf
2003-03-21,"Speedway Motorsports, Inc., and Oil-Chem Research Corporation",Stipulated Final Order for Permanent Injunction and Monetary Relief; Initial Compliance Report; and Commission Staff Response to the Compliance Repor (939.9 KB),https://www.ftc.gov/sites/default/files/documents/cases/2003/03/030321stip0023256.pdf
2003-03-11,"Rexall Sundown, Inc.",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (566.19 KB),https://www.ftc.gov/sites/default/files/documents/cases/2003/03/030313rexallstiporder.pdf
2003-01-22,"Ernest, J. Michael",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (21.53 KB),https://www.ftc.gov/sites/default/files/documents/cases/2003/01/ernestorder.pdf
2002-12-26,"Vital Dynamics, Inc. d/b/a ISIS, et al.",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (37.09 KB),https://www.ftc.gov/sites/default/files/documents/cases/2002/12/vdiorder.pdf
2002-12-11,"Smolev, Ira; Bruce Turiansky, Triad Discount Buying Service, Inc., et al.",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Settlement for Defendant Bruce Turiansky (1.43 MB),https://www.ftc.gov/sites/default/files/documents/cases/2002/12/turianskystip.pdf
2002-11-18,"Blue Stuff, Inc., Jack McClung, and McClung Advertising, Inc.",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (40.4 KB),https://www.ftc.gov/sites/default/files/documents/cases/2002/11/bluestuffconsent.pdf
2002-09-04,"Howard, Terrance M., d/b/a True Techniques and Absolute Mailers",Stipulated Final Judgement and Order for Permanent Injunction and Monetary Relief (32.42 KB),https://www.ftc.gov/sites/default/files/documents/cases/2002/09/truetechniquesstip.pdf
2002-04-19,"Capital City Mortgage Corporation, A Maryland Corporation; et. al",Second Amended Complaint for Permanent Injunction and Other Equitable Relief and Monetary Civil Penalties (2.33 MB),https://www.ftc.gov/sites/default/files/documents/cases/2002/04/020419amendedcomp.pdf
2002-03-21,"First Alliance Mortgage Company, First Alliance Corporation, First Alliance Mortgage Company","Order Preliminarily Approving Stipulated Final Judgment, Permanent Injunction, and Monetary Settlement Stipulation of Settlement (496.8 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2002/03/famcoappfj.pdf
2002-03-08,"Guzzetta, Victor L., d/b/a Smart Data Systems",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief (1.16 MB),https://www.ftc.gov/sites/default/files/documents/cases/2002/03/guzzettastip.pdf
2002-03-08,"Garrett, Paula L. d/b/a Discreet Data Systems","Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief Against Defendants Information Search, Inc. and David J. Kacala (26.28 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2002/03/discreetdatastip.pdf
2002-03-08,"Information Search, Inc., and David J. Kacala (District of Maryland, Northern Division)","Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief Against Defendants Information Search, Inc. and David J. Kacala (27.71 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2002/03/infosearchstip.pdf
2002-02-19,"TechnoBrands, Inc.",Stipulated Final Order For Permanent Injunction And Settlement Of Claims For Monetary Relief (33.1 KB),https://www.ftc.gov/sites/default/files/documents/cases/2002/02/technobrandsstip.pdf
2001-12-06,"Christopher Enterprises, Inc., et al.",Stipulated Final Order For Permanent Injunction And Settlement Of Claims For Monetary Relief (32.94 KB),https://www.ftc.gov/sites/default/files/documents/cases/2001/12/cestip.pdf
2001-10-24,"Smolev, Ira; Bruce Turiansky, Triad Discount Buying Service, Inc., et al.",Stipulated Final Judgment and Order For Permanent Injunction and Monetary Settlement (63.98 KB),https://www.ftc.gov/sites/default/files/documents/cases/2001/10/triadsmolevorder.pdf
2001-07-13,"Western Botanicals, Inc.; Randy C. Giboney; and Kyle D. Christensen",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (35.07 KB),https://www.ftc.gov/sites/default/files/documents/cases/2001/07/westbotstip.pdf
2001-05-03,"Modern Concept Marketing, Inc., et al.",Stipulated Final Judgment And Order For Permanent Injunction And Other Monetary Relief (67.4 KB),https://www.ftc.gov/sites/default/files/documents/cases/2001/05/modernspi1.pdf
2001-04-26,"Churchill, Lee S., d/b/a Credit Approval Service, et al.",Stipulated Final Judgment And Order For Permanent Inunction And Monetary Relief Regarding Victor Stanley Wilcox (64.89 KB),https://www.ftc.gov/sites/default/files/documents/cases/2001/04/bancaswilcox.pdf
2001-02-07,"FTC v. Global Network Enterprises, Inc., Republic Enterprises, Inc., Cecilia M. Castillo, and Ian Anthony Suite",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief (673.5 KB),https://www.ftc.gov/sites/default/files/documents/cases/2001/02/globalnetworkstip.pdf
2001-02-05,"National Supply & Distribution Center, Inc., et al.","Stipulated Order For Permanent Injunction And Settlement Of Claims For Monetary Relief As To Defendants National Supply And Distribution Center, Inc., Data Distribution Services, Inc., And Steven Rayman (87.22 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2001/02/raymanjudgment.pdf
2000-11-15,"Garvey Steven Patrick a/k/a Steve Garvey, Garvey Management Group, Inc., Lark Kendall et al.",Stipulated Final Order and Settlement of Claims for Monetary Relief as to Defendant Lark Kendall A/K/A Kendall Carson (2.29 MB),https://www.ftc.gov/system/files/documents/cases/001115larkkendallstip.pdf
2000-10-02,"Business Services Center, Inc., et al.",Stipulated Final Judgment and Order For Permanent Injunction and Monetary Relief (1.23 MB),https://www.ftc.gov/system/files/documents/cases/x000007_business_services_center_settlement.pdf
2000-09-28,"Lane Labs-USA, Inc., et al.","Notice of Re-Filing of Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief as to Lane Labs-USA, Inc. and Andrew J. Lane (673.47 KB)",https://www.ftc.gov/sites/default/files/documents/cases/2000/09/000928lanelabstiprefile.pdf
2000-09-01,"Garvey Steven Patrick a/k/a Steve Garvey, Garvey Management Group, Inc., Lark Kendall et al.",Stipulated Final Order and Settlement of Claims for Monetary Relief As To Defendant Lark Kendall a/k/a Kendall Carson  (23.75 KB),https://www.ftc.gov/system/files/documents/cases/000901kendallcnsnt.pdf
2000-06-29,"Lane Labs-USA, Inc., et al.","Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief As to Lane Labs-USA, Inc. and Andrew J. Lane (1.1 MB)",https://www.ftc.gov/sites/default/files/documents/cases/2000/06/lanelabsordandsettlement.pdf
2000-04-26,"Enforma Natural Products, Inc., et al.","Stipulated Final Order and Settlement of Claims for Monetary Relief as to Defendants Enforma Natural Products, Inc., and Andrew Grey (38.86 KB)",https://www.ftc.gov/system/files/documents/cases/000426enformagrey.pdf
1999-11-17,"Cyberlinx Marketing, Inc., et al.",Stipulated Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (1.32 MB),https://www.ftc.gov/sites/default/files/documents/cases/1999/11/cyberlinxstip.pdf
1999-08-03,"Resort Sales Group, Inc.",Stipulated Final Judgment and Order for Permanent Injunction and Monetary Relief With Defendant Steven Brewer (50.26 KB),https://www.ftc.gov/sites/default/files/documents/cases/1999/08/resortsalesgroupbrewercd.pdf
1998-05-29,Southwest Marketing Concepts and Stephen T. Inmon,Stipulated Final Judgment and Order For Permanent Injunction and Monetary Relief (188.7 KB),https://www.ftc.gov/system/files/documents/cases/x970037_southwest_marketing.pdf
1998-01-30,"Capital City Mortgage Corporation, A Maryland Corporation; et. al",Complaint for Permanent Injunction and Other Equitable Reliefand Monetary Civil Penalties (36.72 KB),https://www.ftc.gov/sites/default/files/documents/cases/1998/01/capitcmp.pdf
1997-08-07,"Student Aid Inc., Adel Kovaleva, and Raimma Tagie",Final Order for Permanent Injunction and Settlement of Claims for Monetary Relief (Southern District of New York). (29.1 KB),https://www.ftc.gov/sites/default/files/documents/cases/1997/08/studeord.pdf
1997-05-28,"Lubell, Daniel B.; and Mercantile Messaging, L.L.C",Stipulated Final Order For Permanent Injunction And Settlement Of Claims For Monetary Relief (31.94 KB),https://www.ftc.gov/sites/default/files/documents/cases/1997/05/lubinj.pdf
